종목코드,종목명,시장구분,업종,현재가,시가총액,상장주식수,PER,PBR,EPS,BPS,ROE프록시,W52고가,W52저가,선행PER,선행EPS,직전EPS,선행EPS_증가율%,추정매출,추정영업이익,추정순이익,추정매출YoY,추정영업이익YoY,직전영업이익,직전순이익,직전매출,실현영업이익YoY,실현순이익YoY,순이익경로_우상향,연환산영업이익,컨센목표가,상승여력%,브로커수,브로커최근의견일,컨센투자의견,분기영업이익YoY,분기매출YoY,분기결산일,영업이익증가율_연간,영업이익증가율_3년평균,추정연도,실적연도,추정기준일,투자의견,추정이상,_price_ok,_est_ok,_opinion_ok,_growth_ok
051910,LG화학,KOSPI,화학,281500.0,198717.0,70592343.0,-12.11,0.67,-23242.0,419617.0,-5.538860437017566,437500.0,245000.0,21.854232656356746,12880.800000000001,-23244.0,155.41559112028912,515941.0,8756.0,10087.0,12.3,-25.900000000000002,11809.0,-18194.0,459322.0,35.0,163.4,True,8756.0,456571.0,62.19218472468917,12,20260629,Hold,0.0,-2.64,202603,0.0,-12.61,2026.12E,2025.12,20260504,매수,False,True,True,True,True
017670,SK텔레콤,KOSPI,통신,86400.0,185579.0,214790053.0,45.45,1.43,1901.0,60395.0,3.1476115572481165,139500.0,51400.0,13.49852359898136,6400.700000000001,1825.0,250.7232876712329,177025.0,19476.0,13633.0,3.5,81.5,10732.0,4084.0,170992.0,-41.1,-67.3,True,19476.0,114571.0,32.605324074074076,16,20260630,BUY,-5.25,-1.38,202603,-41.14,-9.46,2026.12E,2025.12,20260508,매수,True,True,True,True,True
196170,알테오젠,KOSDAQ,일반서비스,341500.0,182997.0,53586343.0,129.7,41.36,2633.0,8257.0,31.888094949739614,569000.0,286000.0,,,,,,,,,,,,,,,False,,560000.0,63.98243045387994,2,20260520,BUY,-35.59,-14.45,202603,320.8,106.93,,,,,False,True,True,True,True
033780,KT&G,KOSPI,음식료·담배,175100.0,181772.0,103810456.0,19.51,1.96,8973.0,89409.0,10.035902425930274,192400.0,127900.0,14.290611125620265,12252.800000000001,10220.0,19.89041095890412,70181.0,14956.0,12607.0,6.7,11.3,13437.0,10901.0,65797.0,13.0,-6.5,True,14956.0,225556.0,28.815533980582526,9,20260508,Buy,27.66,14.25,202603,13.03,2.32,2026.12E,2025.12,20260612,매수,False,True,True,True,True
011200,HMM,KOSPI,운송·창고,19170.0,180819.0,943237970.0,9.81,0.68,1955.0,28168.0,6.9404998579948876,26250.0,17910.0,13.986575222530277,1370.6000000000001,1951.0,-29.748846745258835,116508.0,11241.0,12928.0,7.0,-23.1,14612.0,18784.0,108914.0,-58.400000000000006,-50.300000000000004,False,11241.0,23000.0,19.979134063641105,5,20260630,BUY,-56.17,-4.76,202603,-58.4,116.07,2026.12E,2025.12,20260608,중립,False,True,True,True,True
079550,LIG디펜스앤에어로스페이스,KOSPI,금속,800000.0,176000.0,22000000.0,69.47,12.22,11516.0,65465.0,17.59107920262736,1118000.0,360000.0,45.29447067749204,17662.2,11604.0,52.20785935884178,52302.0,4368.0,3858.0,21.400000000000002,36.800000000000004,3194.0,2534.0,43069.0,43.0,15.5,True,4368.0,1148235.0,43.529374999999995,15,20260619,BUY,56.13,28.67,202603,43.0,22.31,2026.12E,2025.12,20260508,매수,False,True,True,True,True
024110,기업은행,KOSPI,금융,21300.0,169852.0,797425869.0,6.26,0.47,3400.0,45716.0,7.437221104208593,29550.0,18500.0,,,,,184240.0,38957.0,29023.0,3.7,6.6000000000000005,36556.0,27111.0,177642.0,1.7000000000000002,2.5,True,38957.0,27500.0,29.107981220657276,6,20260610,Hold,-8.93,39.76,202603,1.71,0.18,2026.12E,2025.12,20260426,중립,False,True,True,True,True
267250,HD현대,KOSPI,금융,206500.0,163121.0,78993085.0,16.94,1.44,12187.0,143153.0,8.51326901985987,333000.0,117600.0,,,,,,,,,,,,,,,False,,386667.0,87.24794188861985,3,20260519,BUY,120.36,14.72,202603,104.47,37.1,,,,,False,True,True,True,True
096770,SK이노베이션,KOSPI,화학,95000.0,160600.0,169052788.0,-4.51,0.73,-21056.0,129847.0,-16.216008071037454,155400.0,87700.0,12.572124291990894,7556.400000000001,-21502.0,135.14277741605434,934431.0,58114.0,12719.0,16.400000000000002,1195.2,4487.0,-33479.0,802961.0,26.1,48.1,False,58114.0,159800.0,68.21052631578948,9,20260629,Hold,0.0,15.15,202603,0.0,-54.08,2026.12E,2025.12,20260514,중립,True,True,True,True,True
035720,카카오,KOSPI,IT 서비스,35500.0,157253.0,442965914.0,31.98,1.39,1110.0,25625.0,4.33170731707317,69700.0,32250.0,19.710177113985896,1801.1000000000001,1118.0,61.10017889087658,81600.0,9246.0,7918.0,0.8,26.3,7320.0,4915.0,80991.0,47.800000000000004,789.1,False,9246.0,66750.0,88.02816901408451,9,20260528,BUY,65.97,11.11,202603,47.8,12.07,2026.12E,2025.12,20260507,매수,False,True,True,True,True
